from_stop_id,to_stop_id,transfer_type,min_transfer_time
IDFM:22092,IDFM:463158,2,13
IDFM:monomodalStopPlace:44823,IDFM:monomodalStopPlace:46926,2,306
IDFM:22190,IDFM:463163,2,322
IDFM:472030,IDFM:471328,2,54
IDFM:monomodalStopPlace:45301,IDFM:463112,2,240
IDFM:463003,IDFM:22006,2,90
IDFM:monomodalStopPlace:473469,IDFM:monomodalStopPlace:43196,2,143
IDFM:21926,IDFM:462971,2,347
IDFM:463162,IDFM:22190,2,17
IDFM:486682,IDFM:22083,2,487
IDFM:463240,IDFM:22031,2,310
IDFM:483277,IDFM:483313,2,7
IDFM:463093,IDFM:22127,2,111
IDFM:463062,IDFM:463206,2,273
IDFM:471077,IDFM:471335,2,180
IDFM:monomodalStopPlace:43069,IDFM:monomodalStopPlace:46444,2,284
IDFM:471550,IDFM:471867,2,25
IDFM:2279,IDFM:470965,2,36
IDFM:471691,IDFM:472378,2,69
IDFM:463197,IDFM:40031,2,469
IDFM:monomodalStopPlace:473515,IDFM:monomodalStopPlace:43150,2,77
IDFM:490852,IDFM:490833,2,7
IDFM:471968,IDFM:471950,2,78
IDFM:22199,IDFM:21903,2,180
IDFM:21998,IDFM:463110,2,13
IDFM:471283,IDFM:monomodalStopPlace:471284,2,0
IDFM:22073,IDFM:monomodalStopPlace:473875,2,200
IDFM:463023,IDFM:472323,2,347
IDFM:monomodalStopPlace:45784,IDFM:472333,2,13
IDFM:471462,IDFM:monomodalStopPlace:47910,2,61
IDFM:463259,IDFM:21914,2,24
IDFM:471751,IDFM:monomodalStopPlace:473262,2,242
IDFM:472783,IDFM:470760,2,36
IDFM:472102,IDFM:470776,2,66
IDFM:471186,IDFM:472560,2,125
IDFM:22083,IDFM:21958,2,240
IDFM:462972,IDFM:472142,2,317
IDFM:monomodalStopPlace:45873,IDFM:463246,2,240
IDFM:22185,IDFM:monomodalStopPlace:470540,2,240
IDFM:22014,IDFM:463002,2,5
IDFM:22054,IDFM:463065,2,0
IDFM:monomodalStopPlace:470195,IDFM:40031,2,349
IDFM:490772,IDFM:monomodalStopPlace:42356,2,240
IDFM:480541,IDFM:463278,2,180
IDFM:monomodalStopPlace:473613,IDFM:472125,2,278
IDFM:463264,IDFM:22159,2,180
IDFM:463183,IDFM:471691,2,352
IDFM:22081,IDFM:463218,2,19
IDFM:463080,IDFM:463060,2,375
IDFM:463054,IDFM:463059,2,110
IDFM:monomodalStopPlace:43069,IDFM:424724,2,278
IDFM:463096,IDFM:22002,2,12
IDFM:463141,IDFM:21984,2,0
IDFM:463066,IDFM:472013,2,353
IDFM:monomodalStopPlace:43114,IDFM:471751,2,131
IDFM:21904,IDFM:21923,2,51
IDFM:463159,IDFM:21966,2,420
IDFM:472110,IDFM:21964,2,338
IDFM:471691,IDFM:22007,2,338
IDFM:471856,IDFM:monomodalStopPlace:470519,2,50
IDFM:411300,IDFM:monomodalStopPlace:43154,2,234
IDFM:471482,IDFM:471022,2,155
IDFM:monomodalStopPlace:470195,IDFM:21958,2,180
IDFM:480208,IDFM:427044,2,80
IDFM:463068,IDFM:463240,2,321
IDFM:monomodalStopPlace:42516,IDFM:472255,2,25
IDFM:492974,IDFM:473827,2,4
IDFM:21978,IDFM:462995,2,91
IDFM:21926,IDFM:monomodalStopPlace:45873,2,264
IDFM:21902,IDFM:21918,2,137
IDFM:471383,IDFM:monomodalStopPlace:59302,2,97
IDFM:monomodalStopPlace:473875,IDFM:462942,2,153
IDFM:471030,IDFM:21981,2,370
IDFM:472934,IDFM:21962,2,245
IDFM:463193,IDFM:22101,2,42
IDFM:470817,IDFM:471022,2,63
IDFM:482922,IDFM:monomodalStopPlace:473339,2,127
IDFM:462969,IDFM:472273,2,364
IDFM:17378,IDFM:470685,2,160
IDFM:462962,IDFM:21902,2,180
IDFM:22218,IDFM:21962,2,180
IDFM:22380,IDFM:490841,2,312
IDFM:471473,IDFM:472344,2,183
IDFM:462973,IDFM:22132,2,172
IDFM:472519,IDFM:472102,2,53
IDFM:470639,IDFM:monomodalStopPlace:43044,2,6
IDFM:471150,IDFM:471063,2,44
IDFM:monomodalStopPlace:45862,IDFM:3813,2,44
IDFM:22080,IDFM:21919,2,166
IDFM:462972,IDFM:21963,2,180
IDFM:22127,IDFM:463093,2,91
IDFM:463160,IDFM:monomodalStopPlace:44877,2,780
IDFM:463276,IDFM:22022,2,30
IDFM:470974,IDFM:463193,2,156
IDFM:21910,IDFM:463299,2,14
IDFM:463116,IDFM:463089,2,353
IDFM:463284,IDFM:22375,2,180
IDFM:monomodalStopPlace:473558,IDFM:7685,2,40
IDFM:472125,IDFM:472084,2,272
IDFM:463066,IDFM:471064,2,329
IDFM:471658,IDFM:472110,2,183
IDFM:monomodalStopPlace:473373,IDFM:3087,2,0
IDFM:472652,IDFM:monomodalStopPlace:411511,2,7
IDFM:463048,IDFM:463309,2,300
IDFM:463023,IDFM:471233,2,380
IDFM:472034,IDFM:471950,2,22
IDFM:488016,IDFM:471950,2,174
IDFM:490770,IDFM:490792,2,8
IDFM:33245,IDFM:monomodalStopPlace:473058,2,22
IDFM:463183,IDFM:471607,2,272
IDFM:22381,IDFM:463245,2,12
IDFM:463067,IDFM:462942,2,122
IDFM:monomodalStopPlace:47199,IDFM:monomodalStopPlace:473275,2,98
IDFM:463018,IDFM:22097,2,180
IDFM:463171,IDFM:463208,2,315
IDFM:471264,IDFM:monomodalStopPlace:46832,2,44
IDFM:3561,IDFM:471831,2,60
IDFM:22149,IDFM:462982,2,600
IDFM:470957,IDFM:monomodalStopPlace:470958,2,0
IDFM:470965,IDFM:monomodalStopPlace:43202,2,56
IDFM:22057,IDFM:463164,2,12
IDFM:22059,IDFM:463088,2,309
IDFM:monomodalStopPlace:411396,IDFM:472290,2,36
IDFM:monomodalStopPlace:42413,IDFM:monomodalStopPlace:46897,2,144
IDFM:monomodalStopPlace:43096,IDFM:monomodalStopPlace:473144,2,93
IDFM:470761,IDFM:monomodalStopPlace:43157,2,29
IDFM:472777,IDFM:472432,2,199
IDFM:463003,IDFM:463025,2,51
IDFM:monomodalStopPlace:473441,IDFM:472333,2,306
IDFM:monomodalStopPlace:474205,IDFM:17404,2,49
IDFM:22388,IDFM:463144,2,119
IDFM:463316,IDFM:21903,2,273
IDFM:463113,IDFM:22125,2,0
IDFM:monomodalStopPlace:411440,IDFM:monomodalStopPlace:473250,2,124
IDFM:471738,IDFM:470766,2,18
IDFM:494021,IDFM:463057,2,60
IDFM:22101,IDFM:monomodalStopPlace:470549,2,240
IDFM:471958,IDFM:17896,2,120
IDFM:462972,IDFM:28984,2,195
IDFM:480286,IDFM:monomodalStopPlace:45493,2,240
IDFM:463253,IDFM:22115,2,149
IDFM:463277,IDFM:22207,2,376
IDFM:monomodalStopPlace:43157,IDFM:470761,2,29
IDFM:471469,IDFM:monomodalStopPlace:47910,2,46
IDFM:22386,IDFM:463077,2,78
IDFM:28984,IDFM:471658,2,337
IDFM:462969,IDFM:462970,2,149
IDFM:471795,IDFM:427044,2,60
IDFM:463202,IDFM:22183,2,180
IDFM:462947,IDFM:462948,2,103
IDFM:462962,IDFM:22199,2,13
IDFM:33245,IDFM:472531,2,124
IDFM:21906,IDFM:monomodalStopPlace:473237,2,339
IDFM:monomodalStopPlace:58720,IDFM:463183,2,63
IDFM:463198,IDFM:monomodalStopPlace:470540,2,240
IDFM:22079,IDFM:463227,2,22
IDFM:472731,IDFM:monomodalStopPlace:473546,2,178
IDFM:monomodalStopPlace:47932,IDFM:472793,2,130
IDFM:471674,IDFM:monomodalStopPlace:473526,2,48
IDFM:472920,IDFM:monomodalStopPlace:43077,2,226
IDFM:471185,IDFM:470761,2,27
IDFM:463173,IDFM:22056,2,18
IDFM:monomodalStopPlace:411317,IDFM:471709,2,2
IDFM:471607,IDFM:463182,2,234
IDFM:monomodalStopPlace:412380,IDFM:monomodalStopPlace:43195,2,356
IDFM:491411,IDFM:monomodalStopPlace:58572,2,279
IDFM:471328,IDFM:22149,2,379
IDFM:472570,IDFM:471030,2,175
IDFM:480222,IDFM:monomodalStopPlace:473259,2,29
IDFM:monomodalStopPlace:47874,IDFM:480208,2,53
IDFM:472142,IDFM:monomodalStopPlace:58566,2,80
IDFM:monomodalStopPlace:473358,IDFM:472097,2,31
IDFM:471212,IDFM:monomodalStopPlace:473033,2,144
IDFM:472273,IDFM:463069,2,326
IDFM:22162,IDFM:463201,2,180
IDFM:470817,IDFM:491411,2,352
IDFM:471802,IDFM:471084,2,22
IDFM:472959,IDFM:472865,2,101
IDFM:22111,IDFM:monomodalStopPlace:45437,2,240
IDFM:monomodalStopPlace:473613,IDFM:470951,2,254
IDFM:monomodalStopPlace:473258,IDFM:monomodalStopPlace:47932,2,37
IDFM:471063,IDFM:471341,2,52
IDFM:462972,IDFM:462970,2,180
IDFM:472378,IDFM:472961,2,53
IDFM:472344,IDFM:471335,2,19
IDFM:462972,IDFM:471724,2,236
IDFM:472137,IDFM:22101,2,157
IDFM:21911,IDFM:462970,2,480
IDFM:463112,IDFM:monomodalStopPlace:473115,2,47
IDFM:monomodalStopPlace:470996,IDFM:monomodalStopPlace:422065,2,137
IDFM:monomodalStopPlace:487011,IDFM:monomodalStopPlace:43169,2,300
IDFM:monomodalStopPlace:47953,IDFM:monomodalStopPlace:473539,2,148
IDFM:22096,IDFM:463150,2,180
IDFM:monomodalStopPlace:43106,IDFM:470966,2,25
IDFM:463001,IDFM:monomodalStopPlace:470519,2,240
IDFM:monomodalStopPlace:473087,IDFM:monomodalStopPlace:43115,2,86
IDFM:463059,IDFM:463054,2,110
IDFM:monomodalStopPlace:47882,IDFM:18304,2,231
IDFM:21937,IDFM:462962,2,180
IDFM:monomodalStopPlace:473387,IDFM:17378,2,14
IDFM:monomodalStopPlace:47874,IDFM:monomodalStopPlace:427871,2,134
IDFM:472959,IDFM:472323,2,24
IDFM:472386,IDFM:monomodalStopPlace:473420,2,80
IDFM:monomodalStopPlace:473426,IDFM:471761,2,254
IDFM:monomodalStopPlace:47482,IDFM:monomodalStopPlace:473211,2,79
IDFM:462969,IDFM:463300,2,480
IDFM:monomodalStopPlace:473265,IDFM:monomodalStopPlace:47447,2,131
IDFM:463063,IDFM:21961,2,180
IDFM:monomodalStopPlace:47966,IDFM:472816,2,9
IDFM:472089,IDFM:494271,2,102
IDFM:monomodalStopPlace:47958,IDFM:monomodalStopPlace:473582,2,34
IDFM:463042,IDFM:22094,2,73
IDFM:492142,IDFM:472421,2,60
IDFM:486892,IDFM:486894,2,17
IDFM:22181,IDFM:463169,2,14
IDFM:28984,IDFM:monomodalStopPlace:473237,2,34
IDFM:22024,IDFM:463037,2,353
IDFM:22387,IDFM:monomodalStopPlace:473826,2,36
IDFM:463122,IDFM:21997,2,119
IDFM:472831,IDFM:471674,2,25
IDFM:480704,IDFM:471907,2,109
IDFM:463159,IDFM:463160,2,180
IDFM:2279,IDFM:472833,2,135
IDFM:monomodalStopPlace:473582,IDFM:471409,2,0
IDFM:monomodalStopPlace:473315,IDFM:monomodalStopPlace:47921,2,126
IDFM:462975,IDFM:478395,2,29
IDFM:22381,IDFM:monomodalStopPlace:45873,2,300
IDFM:463132,IDFM:24685,2,2
IDFM:471077,IDFM:472890,2,35
IDFM:22229,IDFM:463083,2,2
IDFM:22147,IDFM:monomodalStopPlace:45102,2,334
IDFM:412851,IDFM:monomodalStopPlace:47888,2,9
IDFM:monomodalStopPlace:473539,IDFM:472385,2,101
IDFM:472110,IDFM:463069,2,346
IDFM:471446,IDFM:472359,2,6
IDFM:21931,IDFM:463180,2,11
IDFM:22117,IDFM:463068,2,321
IDFM:21906,IDFM:21963,2,345
IDFM:471756,IDFM:471290,2,167
IDFM:monomodalStopPlace:43204,IDFM:486176,2,288
IDFM:monomodalStopPlace:473290,IDFM:monomodalStopPlace:47770,2,103
IDFM:471030,IDFM:471473,2,236
IDFM:471658,IDFM:472934,2,66
IDFM:463022,IDFM:22013,2,99
IDFM:491411,IDFM:470734,2,310
IDFM:470800,IDFM:471761,2,23
IDFM:472013,IDFM:471064,2,33
IDFM:463159,IDFM:21959,2,14
IDFM:462966,IDFM:22139,2,351
IDFM:monomodalStopPlace:42516,IDFM:33245,2,208
IDFM:472110,IDFM:472102,2,83
IDFM:471064,IDFM:462972,2,313
IDFM:472959,IDFM:471077,2,47
IDFM:monomodalStopPlace:58720,IDFM:471309,2,345
IDFM:463201,IDFM:21969,2,180
IDFM:471622,IDFM:470930,2,121
IDFM:monomodalStopPlace:47898,IDFM:monomodalStopPlace:473092,2,91
IDFM:monomodalStopPlace:43131,IDFM:471886,2,29
IDFM:monomodalStopPlace:462398,IDFM:monomodalStopPlace:462743,2,216
IDFM:471186,IDFM:monomodalStopPlace:58572,2,271
IDFM:22165,IDFM:463101,2,24
IDFM:22002,IDFM:21910,2,290
IDFM:21916,IDFM:463325,2,19
IDFM:471592,IDFM:471646,2,127
IDFM:463202,IDFM:21969,2,20
IDFM:471473,IDFM:471030,2,236
IDFM:463125,IDFM:463039,2,290
IDFM:monomodalStopPlace:411440,IDFM:471905,2,12
IDFM:monomodalStopPlace:473612,IDFM:monomodalStopPlace:47904,2,74
IDFM:22049,IDFM:463308,2,199
IDFM:monomodalStopPlace:473597,IDFM:monomodalStopPlace:43214,2,209
IDFM:463108,IDFM:22142,2,377
IDFM:470776,IDFM:462970,2,328
IDFM:monomodalStopPlace:411405,IDFM:472518,2,27
IDFM:21932,IDFM:22195,2,367
IDFM:472624,IDFM:monomodalStopPlace:463857,2,345
IDFM:490793,IDFM:monomodalStopPlace:42356,2,240
IDFM:471630,IDFM:monomodalStopPlace:470533,2,152
IDFM:472104,IDFM:monomodalStopPlace:477262,2,112
IDFM:monomodalStopPlace:43106,IDFM:472416,2,25
IDFM:480340,IDFM:monomodalStopPlace:45493,2,240
IDFM:462969,IDFM:462972,2,180
IDFM:470860,IDFM:monomodalStopPlace:43157,2,53
IDFM:472344,IDFM:472865,2,18
IDFM:22114,IDFM:463088,2,10
IDFM:25638,IDFM:25635,2,14
IDFM:471950,IDFM:472378,2,11
IDFM:3087,IDFM:471367,2,44
IDFM:monomodalStopPlace:44877,IDFM:21959,2,780
IDFM:13594,IDFM:monomodalStopPlace:473473,2,0
IDFM:470871,IDFM:monomodalStopPlace:43214,2,46
IDFM:35831,IDFM:monomodalStopPlace:46286,2,189
IDFM:470833,IDFM:22367,2,214
IDFM:22050,IDFM:463206,2,274
IDFM:monomodalStopPlace:58566,IDFM:462972,2,240
IDFM:463183,IDFM:22119,2,420
IDFM:22085,IDFM:22096,2,180
IDFM:22193,IDFM:22185,2,180
IDFM:471958,IDFM:472217,2,91
IDFM:482915,IDFM:monomodalStopPlace:464040,2,18
IDFM:463046,IDFM:486682,2,427
IDFM:22225,IDFM:monomodalStopPlace:58566,2,368
IDFM:463234,IDFM:21974,2,31
IDFM:monomodalStopPlace:45346,IDFM:462958,2,240
IDFM:monomodalStopPlace:411378,IDFM:472783,2,18
IDFM:471150,IDFM:28984,2,310
IDFM:463246,IDFM:463144,2,322
IDFM:22150,IDFM:463161,2,12
IDFM:22086,IDFM:22095,2,20
IDFM:monomodalStopPlace:43121,IDFM:471744,2,3
IDFM:471424,IDFM:monomodalStopPlace:411440,2,36
IDFM:463015,IDFM:25903,2,214
IDFM:21966,IDFM:463079,2,12
IDFM:462995,IDFM:21978,2,91
IDFM:471480,IDFM:monomodalStopPlace:473502,2,37
IDFM:monomodalStopPlace:470519,IDFM:471856,2,50
IDFM:472519,IDFM:471063,2,40
IDFM:472378,IDFM:488016,2,164
IDFM:472102,IDFM:471341,2,43
IDFM:22194,IDFM:463081,2,180
IDFM:471968,IDFM:463182,2,305
IDFM:monomodalStopPlace:45759,IDFM:monomodalStopPlace:473183,2,135
IDFM:22073,IDFM:462942,2,200
IDFM:494019,IDFM:494116,2,6
IDFM:monomodalStopPlace:473345,IDFM:monomodalStopPlace:47878,2,93
IDFM:22199,IDFM:21918,2,180
IDFM:monomodalStopPlace:470519,IDFM:471604,2,66
IDFM:monomodalStopPlace:473559,IDFM:monomodalStopPlace:47959,2,54
IDFM:463011,IDFM:22093,2,13
IDFM:472271,IDFM:472290,2,14
IDFM:monomodalStopPlace:58720,IDFM:472378,2,351
IDFM:21937,IDFM:21903,2,180
IDFM:472291,IDFM:monomodalStopPlace:43108,2,18
IDFM:463188,IDFM:21964,2,274
IDFM:472325,IDFM:472308,2,13
IDFM:471030,IDFM:472582,2,171
IDFM:monomodalStopPlace:474205,IDFM:471784,2,157
IDFM:21784,IDFM:463057,2,2
IDFM:monomodalStopPlace:473313,IDFM:3739,2,24
IDFM:463182,IDFM:471691,2,342
IDFM:470965,IDFM:472833,2,112
IDFM:471767,IDFM:monomodalStopPlace:462388,2,7
IDFM:472961,IDFM:471022,2,145
IDFM:13166,IDFM:monomodalStopPlace:473033,2,153
IDFM:monomodalStopPlace:473039,IDFM:472002,2,112
IDFM:463028,IDFM:monomodalStopPlace:473875,2,200
IDFM:21983,IDFM:22137,2,372
IDFM:monomodalStopPlace:43098,IDFM:471954,2,8
IDFM:monomodalStopPlace:45735,IDFM:monomodalStopPlace:474204,2,176
IDFM:463286,IDFM:22020,2,12
IDFM:monomodalStopPlace:43224,IDFM:22105,2,600
IDFM:471229,IDFM:monomodalStopPlace:43235,2,8
IDFM:472908,IDFM:471036,2,9
IDFM:471335,IDFM:471473,2,202
IDFM:22095,IDFM:463042,2,28
IDFM:494082,IDFM:411266,2,60
IDFM:21987,IDFM:463124,2,11
IDFM:21977,IDFM:462959,2,29
IDFM:462943,IDFM:21919,2,136
IDFM:471957,IDFM:472854,2,7
IDFM:472026,IDFM:471954,2,4
IDFM:470833,IDFM:22007,2,271
IDFM:472407,IDFM:471738,2,91
IDFM:3740,IDFM:monomodalStopPlace:473313,2,14
IDFM:480211,IDFM:monomodalStopPlace:43069,2,56
IDFM:22030,IDFM:463246,2,12
IDFM:21975,IDFM:21983,2,335
IDFM:471148,IDFM:471564,2,189
IDFM:monomodalStopPlace:58873,IDFM:17365,2,242
IDFM:monomodalStopPlace:47125,IDFM:492142,2,226
IDFM:492142,IDFM:monomodalStopPlace:473396,2,57
IDFM:monomodalStopPlace:463857,IDFM:471650,2,343
IDFM:471185,IDFM:471958,2,82
IDFM:462961,IDFM:462946,2,139
IDFM:462963,IDFM:462960,2,180
IDFM:463202,IDFM:22162,2,167
IDFM:monomodalStopPlace:43139,IDFM:monomodalStopPlace:46470,2,144
IDFM:462998,IDFM:463306,2,379
IDFM:471055,IDFM:470604,2,4
IDFM:22001,IDFM:463008,2,184
IDFM:22149,IDFM:470734,2,264
IDFM:419756,IDFM:monomodalStopPlace:44628,2,216
IDFM:463018,IDFM:22089,2,100
IDFM:21920,IDFM:463312,2,180
IDFM:monomodalStopPlace:473341,IDFM:471280,2,137
IDFM:488016,IDFM:471022,2,147
IDFM:472945,IDFM:monomodalStopPlace:479059,2,74
IDFM:monomodalStopPlace:58566,IDFM:472110,2,111
IDFM:22032,IDFM:463069,2,10
IDFM:22038,IDFM:monomodalStopPlace:43238,2,420
IDFM:471646,IDFM:472582,2,159
IDFM:463080,IDFM:21990,2,172
IDFM:472323,IDFM:21981,2,328
IDFM:463300,IDFM:22218,2,480
IDFM:463110,IDFM:21998,2,13
IDFM:463010,IDFM:22093,2,95
IDFM:472051,IDFM:471128,2,136
IDFM:22045,IDFM:463311,2,3
IDFM:470817,IDFM:471950,2,73
IDFM:monomodalStopPlace:43073,IDFM:472154,2,7
IDFM:472084,IDFM:monomodalStopPlace:473613,2,9
IDFM:490833,IDFM:490852,2,7
IDFM:472648,IDFM:470808,2,17
IDFM:483313,IDFM:483277,2,7
IDFM:472030,IDFM:472354,2,92
IDFM:472722,IDFM:monomodalStopPlace:473086,2,33
IDFM:471761,IDFM:472359,2,37
IDFM:22087,IDFM:463160,2,12
IDFM:22084,IDFM:463185,2,0
IDFM:22149,IDFM:471691,2,364
IDFM:462965,IDFM:463308,2,313
IDFM:21955,IDFM:37556,2,203
IDFM:472543,IDFM:471399,2,294
IDFM:472979,IDFM:471469,2,29
IDFM:monomodalStopPlace:58718,IDFM:21964,2,300
IDFM:2919,IDFM:monomodalStopPlace:473047,2,0
IDFM:463182,IDFM:488016,2,423
IDFM:21919,IDFM:462942,2,13
IDFM:monomodalStopPlace:43227,IDFM:470975,2,41
IDFM:470833,IDFM:463183,2,299
IDFM:462970,IDFM:21962,2,180
IDFM:22920,IDFM:monomodalStopPlace:473256,2,13
IDFM:monomodalStopPlace:461504,IDFM:472780,2,27
IDFM:471001,IDFM:monomodalStopPlace:43121,2,9
IDFM:monomodalStopPlace:43217,IDFM:470629,2,15
IDFM:462971,IDFM:472934,2,334
IDFM:monomodalStopPlace:47885,IDFM:monomodalStopPlace:473328,2,61
IDFM:monomodalStopPlace:45067,IDFM:17404,2,209
IDFM:monomodalStopPlace:463865,IDFM:463131,2,113
IDFM:21963,IDFM:471724,2,325
IDFM:463052,IDFM:monomodalStopPlace:415091,2,420
IDFM:463006,IDFM:470879,2,200
IDFM:471039,IDFM:monomodalStopPlace:47909,2,22
IDFM:monomodalStopPlace:45453,IDFM:21929,2,180
IDFM:monomodalStopPlace:46281,IDFM:482915,2,286
IDFM:21964,IDFM:21962,2,180
IDFM:471406,IDFM:monomodalStopPlace:47928,2,11
IDFM:471150,IDFM:470776,2,41
IDFM:21962,IDFM:462972,2,11
IDFM:monomodalStopPlace:45067,IDFM:monomodalStopPlace:474205,2,89
IDFM:monomodalStopPlace:58720,IDFM:472950,2,360
IDFM:472519,IDFM:22218,2,303
IDFM:22030,IDFM:22388,2,347
IDFM:470766,IDFM:472104,2,6
IDFM:463258,IDFM:22023,2,27
IDFM:471063,IDFM:22225,2,348
IDFM:472030,IDFM:monomodalStopPlace:58720,2,291
IDFM:471363,IDFM:monomodalStopPlace:43134,2,8
IDFM:22094,IDFM:monomodalStopPlace:58759,2,240
IDFM:472408,IDFM:monomodalStopPlace:473499,2,122
IDFM:470947,IDFM:monomodalStopPlace:470519,2,69
IDFM:470817,IDFM:463183,2,353
IDFM:463004,IDFM:22169,2,9
IDFM:463081,IDFM:22194,2,180
IDFM:22218,IDFM:21964,2,173
IDFM:3561,IDFM:monomodalStopPlace:474207,2,35
IDFM:463098,IDFM:22167,2,12
IDFM:471905,IDFM:473009,2,29
IDFM:22112,IDFM:463285,2,11
IDFM:463077,IDFM:21984,2,342
IDFM:21970,IDFM:463173,2,348
IDFM:471604,IDFM:22367,2,223
IDFM:490852,IDFM:monomodalStopPlace:47907,2,420
IDFM:22367,IDFM:470947,2,96
IDFM:472531,IDFM:monomodalStopPlace:42516,2,24
IDFM:463032,IDFM:22001,2,0
IDFM:471767,IDFM:471175,2,27
IDFM:21926,IDFM:462970,2,325
IDFM:472861,IDFM:471022,2,119
IDFM:463189,IDFM:462971,2,349
IDFM:470833,IDFM:471607,2,29
IDFM:472089,IDFM:monomodalStopPlace:491719,2,177
IDFM:monomodalStopPlace:473237,IDFM:472110,2,297
IDFM:22001,IDFM:22368,2,126
IDFM:471724,IDFM:472934,2,12
IDFM:471954,IDFM:35253,2,70
IDFM:463013,IDFM:monomodalStopPlace:58759,2,196
IDFM:monomodalStopPlace:473122,IDFM:monomodalStopPlace:45763,2,118
IDFM:monomodalStopPlace:47882,IDFM:monomodalStopPlace:473370,2,119
IDFM:470817,IDFM:472030,2,59
IDFM:monomodalStopPlace:47907,IDFM:490852,2,223
IDFM:462942,IDFM:21919,2,13
IDFM:22040,IDFM:463088,2,116
IDFM:471473,IDFM:monomodalStopPlace:43072,2,104
IDFM:472354,IDFM:471186,2,144
IDFM:472765,IDFM:471787,2,47
IDFM:28984,IDFM:462972,2,195
IDFM:471998,IDFM:monomodalStopPlace:427872,2,7
IDFM:462965,IDFM:22138,2,327
IDFM:412354,IDFM:463175,2,0
IDFM:22146,IDFM:22147,2,323
IDFM:17896,IDFM:monomodalStopPlace:43244,2,60
IDFM:22033,IDFM:463090,2,8
IDFM:22364,IDFM:monomodalStopPlace:44877,2,780
IDFM:monomodalStopPlace:470519,IDFM:470833,2,58
IDFM:470928,IDFM:471477,2,18
IDFM:491411,IDFM:472861,2,300
IDFM:monomodalStopPlace:58718,IDFM:462969,2,300
IDFM:471607,IDFM:22007,2,246
IDFM:monomodalStopPlace:411317,IDFM:471046,2,5
IDFM:monomodalStopPlace:464040,IDFM:28794,2,420
IDFM:463218,IDFM:22379,2,353
IDFM:21923,IDFM:21904,2,61
IDFM:22244,IDFM:462977,2,5
IDFM:monomodalStopPlace:473509,IDFM:470767,2,41
IDFM:22007,IDFM:monomodalStopPlace:58720,2,98
IDFM:13594,IDFM:monomodalStopPlace:54249,2,196
IDFM:472737,IDFM:471738,2,88
IDFM:22200,IDFM:463059,2,275
IDFM:21963,IDFM:21906,2,345
IDFM:monomodalStopPlace:47904,IDFM:monomodalStopPlace:473612,2,74
IDFM:monomodalStopPlace:43206,IDFM:monomodalStopPlace:473583,2,128
IDFM:monomodalStopPlace:470519,IDFM:470734,2,91
IDFM:monomodalStopPlace:47901,IDFM:472799,2,9
IDFM:471220,IDFM:monomodalStopPlace:473064,2,147
IDFM:472950,IDFM:472354,2,10
IDFM:472541,IDFM:471856,2,110
IDFM:472934,IDFM:471724,2,12
IDFM:471195,IDFM:monomodalStopPlace:46552,2,63
IDFM:463021,IDFM:22387,2,71
IDFM:22040,IDFM:22114,2,122
IDFM:471064,IDFM:monomodalStopPlace:473237,2,315
IDFM:490841,IDFM:22385,2,180
IDFM:472378,IDFM:471482,2,64
IDFM:471446,IDFM:471761,2,40
IDFM:monomodalStopPlace:473422,IDFM:26973,2,213
IDFM:monomodalStopPlace:473045,IDFM:421997,2,60
IDFM:463182,IDFM:monomodalStopPlace:58720,2,110
IDFM:472354,IDFM:monomodalStopPlace:58572,2,347
IDFM:471233,IDFM:471646,2,106
IDFM:monomodalStopPlace:43068,IDFM:monomodalStopPlace:59352,2,86
IDFM:monomodalStopPlace:473190,IDFM:471957,2,45
IDFM:monomodalStopPlace:473576,IDFM:monomodalStopPlace:43204,2,232
IDFM:monomodalStopPlace:43077,IDFM:42112,2,367
IDFM:21964,IDFM:monomodalStopPlace:473237,2,139
IDFM:472255,IDFM:monomodalStopPlace:42516,2,25
IDFM:22018,IDFM:22142,2,120
IDFM:472816,IDFM:monomodalStopPlace:47966,2,9
IDFM:22051,IDFM:462965,2,12
IDFM:462969,IDFM:21964,2,13
IDFM:21958,IDFM:472743,2,355
IDFM:471812,IDFM:monomodalStopPlace:43214,2,37
IDFM:monomodalStopPlace:46965,IDFM:monomodalStopPlace:44381,2,144
IDFM:462994,IDFM:21973,2,17
IDFM:494271,IDFM:472089,2,102
IDFM:471482,IDFM:monomodalStopPlace:58572,2,366
IDFM:463013,IDFM:463042,2,45
IDFM:463199,IDFM:463198,2,180
IDFM:472959,IDFM:21981,2,328
IDFM:472344,IDFM:471646,2,148
IDFM:471997,IDFM:monomodalStopPlace:473124,2,246
IDFM:463074,IDFM:24680,2,2
IDFM:472034,IDFM:471691,2,58
IDFM:463066,IDFM:472142,2,320
IDFM:471592,IDFM:472865,2,8
IDFM:22218,IDFM:21926,2,315
IDFM:25084,IDFM:463125,2,290
IDFM:monomodalStopPlace:58572,IDFM:470833,2,303
IDFM:21981,IDFM:463024,2,113
IDFM:471905,IDFM:monomodalStopPlace:411440,2,12
IDFM:427044,IDFM:471795,2,60
IDFM:monomodalStopPlace:43108,IDFM:monomodalStopPlace:473175,2,113
IDFM:monomodalStopPlace:47581,IDFM:monomodalStopPlace:47582,2,225
IDFM:471027,IDFM:monomodalStopPlace:473497,2,117
IDFM:28794,IDFM:482915,2,351
IDFM:463199,IDFM:22193,2,77
IDFM:472184,IDFM:monomodalStopPlace:43165,2,30
