CODE_UIC;DESCRIPTION;LOCALITY_UIC
87755009;TOULON;83075500
56167304;MICHALOVCE;
88833110;ENGHIEN / EDINGEN;
87756791;PEILLE;
87756783;PEILLON - SAINTE-THECLE;
87756775;DRAP - CANTARON;
87756767;LA TRINITE VICTOR;
87756866;SAINT-DALMAS-DE-TENDE;
87756858;FONTAN - SAORGE;
87756833;BREIL-SUR-ROYA;
87756825;SOSPEL;
87756817;TOUET-DE-L'ESCARENE;
87756809;L'ESCARENE;
87756890;VIEVOLA;
87756882;TENDE;
87756874;LA BRIGUE;
87360735;LE MANS AUTOGARE;72039600
87610253;SAINT-PALAIS;
79425058;CRNOMELJ;
79425025;METLIKA;
54747857;STRIBRO;
52290304;VARNA;
70896407;STONEHAVEN;
87516161;GABARRET;
54351254;MORAVSKY PISEK;
87516112;BARBOTAN-LES-THERMES;
87516120;CAZAUBON;
87756056;NICE;06075605
87756007;NICE - SAINT ROCH;06075605
87360073;LE LION-D'ANGERS - FOIRE;
79426007;NOVO MESTO;
87756312;HIPPODROME DE LA COTE D'AZUR;06075632
87756304;VILLENEUVE-LOUBET - PLAGE;
54351627;VALASSKE MEZIRICI;
87756395;CAP-D'AIL;
87756387;EZE;
87996082;EPINAY-SOUS-SENART;
87756379;BEAULIEU-SUR-MER;
87756361;VILLEFRANCHE-SUR-MER;
87756353;NICE RIQUIER;06075605
87756346;SAINT-LAURENT-DU-VAR;
87756338;CROS DE CAGNES;
87756320;CAGNES-SUR-MER;06075632
87756403;MONACO MONTE CARLO;
54351759;NAMEST NAD OSLAVOU;
87756494;MENTON GARAVAN;06075648
87756486;MENTON;06075648
87756478;CARNOLES;
87756460;ROQUEBRUNE-CAP-MARTIN;
87360339;ARNAGE RUE DU PORT;72039654
87756270;DIGNE CFP VOYAGEURS;04075149
87756262;NICE - CHEMINS DE FER DE PROVENCE VOYAGEURS;06075605
87756254;NICE SAINT-AUGUSTIN;06075605
88440080;VERVIERS;
88930131;MERELBEKE;
87611558;LUZENAC - GARANOU;09044706
87611541;LE CASTELET;
87611533;AX-LES-THERMES;09061153
87611525;MERENS-LES-VALS;09061152
87611517;ANDORRE-L'HOSPITALET;
87611509;PORTE-PUYMORENS;66061150
87611590;TARASCON-SUR-ARIEGE;09061159
87611582;USSAT-LES-BAINS - CENTRE;
87611574;LES CABANNES;09061157
87611566;VEBRE - LA REMISE;
87611665;CASTELNAU-D'ESTRETEFONDS;
87361980;ROSIERS-D'EGLETONS;
87611657;SAINT-JORY;
87611632;BEAUMONT-DE-LOMAGNE;
87611624;SAINT-JEAN-DE-VERGES;
87611616;FOIX;09061161
87611608;SAINT-PAUL - SAINT-ANTOINE;09061160
87611699;MONTBARTIER;
87611681;DIEUPENTALE;
87611673;GRISOLLES;
87757740;LA FRAYERE;
87757732;RANGUIN;
87757724;GRASSE;
87757708;DRUELLE-BALSAC LE PAS AIRE DE COVOITURAGE;
70907907;ARBROATH;
87757765;DRUELLE-BALSAC BOULDOU;
87757757;LE BOSQUET;
87611335;VERNIOLLE;
87611327;VARILHES;09061132
87611301;SAINT-AGNE;
70511501;MAIDSTONE EAST;
87611392;VENERQUE - LE VERNET;
87611384;AUTERIVE;
87611376;CINTEGABELLE;
87611368;SAVERDUN;09061136
87611350;LE VERNET D'ARIEGE;09061135
87611343;PAMIERS;09061134
87757823;RODEZ BOURRAN;
87611434;LACOURTENSOURT;
87611418;PINSAGUEL;
87611400;PORTET SAINT-SIMON;31061140
87611491;PORTA;
87611483;LATOUR-DE-CAROL - ENVEITG;
87611475;LARRAZET;
87611467;COLOMIERS;31061146
87611459;LAVILLEDIEU;
87611970;GURAN ARTIGUEPLAN;
87611962;FENOUILLET - SAINT-ALBAN;
87611954;ROUTE DE LAUNAGUET;
87611947;LALANDE - EGLISE;
87611939;LARDENNE;
87611921;COLOMIERS LYCEE INTERNATIONAL;31061146
54746552;PLZEN-JIZNI PREDMESTI;
87611772;GIMONT CAHUZAC;
87611764;AUBIET;32061176
87611756;MARSAN;
87611749;AUCH;
87611731;SAINT-GIRONS LEP BERGES;09061173
87611723;BAZIEGE;31061172
87611715;ANTIGNAC VILLAGE;
87611707;ESCALQUENS;
70897603;ABERDEEN;
87611798;MONFERRAN;
87611806;L'ISLE-JOURDAIN;
87611889;MOISSAC;
87611871;MALAUSE;
87611863;VALENCE D'AGEN;
87611855;LAMAGISTERE;
87611848;MONTRABE;
87611830;PIBRAC;
87611822;BRAX - LEGUEVIN;
87611814;MERENVIELLE;
87611897;CASTELSARRASIN;
87757195;PRUNIERS EGLISE;
79427005;TREBNJE;
80165639;LINDAU-REUTIN;
87757526;SAINT-RAPHAEL VALESCURE;
87757518;FREJUS - SAINT-RAPHAEL - AUTOTRAIN;83075751
87757500;FREJUS;83075751
54350447;OSTRAVA-VITKOVICE;
87517896;ASASP;
87611095;BOUSSENS;
87757591;MANDELIEU-LA-NAPOULE;
87757583;THEOULE-SUR-MER;
87757575;LE TRAYAS;
87757567;ANTHEOR CAP ROUX;
87757559;AGAY;
87757542;LE DRAMONT;
87757534;BOULOURIS SUR MER;
87611111;LESTELLE;
87611103;SAINT-MARTORY;
87611194;MARIGNAC SAINT-BEAT;
87611178;LOURES-BARBAZAN;
87611160;LABROQUERE MOULIN;
87611152;MONTREJEAU - GOURDAN-POLIGNAN;
87611137;SAINT-GAUDENS;
87611129;LABARTHE-INARD;
87517748;LARROQUE-TOIRAC;
87757633;RIGNAC FOIRAIL;
87757625;CANNES;06075762
87757617;CANNES LA BOCCA;06075762
87757690;BIOT;
87757682;MAYRAN LES FARGUETTES;
87757674;ANTIBES;
87757666;JUAN LES PINS;
87757658;MAYRAN BOURG;
87757641;LE GOLFE JUAN - VALLAURIS;
87611228;CIER-DE-LUCHON CASTERA;
87611210;LEGE PONT;
87611202;ANOS;
87611244;MONTAUBAN VILLE BOURBON;82061124
87611236;LUCHON;
87997056;QUINCY-SOUS-SENART;
87757419;LA WANTZENAU EGLISE;87758482
87517953;BALADOU;
87517979;SOMPORT;
87757492;RIGNAC LYCEE AGRICOLE;
87757484;ANGLARS-SAINT-FELIX LA CROIX DE REVEL;
87757476;MALEVILLE BOURG;
87757468;FIGEAC Z.I. DE L'AIGUILLE;
87517920;SAINT-PIERRE-DU-MONT;
87757450;SAINT-REMY EMBRANCHEMENT ROUTE DE RODEZ;
87517912;BIDOS - RUE JEAN MOULIN;
87611004;TOULOUSE MATABIAU;31061100
87611087;MARTRES-TOLOSANE;
87611079;CAZERES-SUR-GARONNE;
87611061;CARBONNE;
87611053;LONGAGES - NOE;
87611046;LE FAUGA;
87611038;MURET;
88930396;MELLE;
70908004;MONTROSE;
83052548;REGGIO EMILIA AV;
70512400;SEVENOAKS;
70512202;ORPINGTON;
87612978;ACHERES-GRAND-CORMIER - NOCTILIEN;
87758375;TORCY;
87758367;LOGNES;
87758359;NOISIEL;
87758342;NOISY-LE-GRAND CHAMPS;
87758334;NOISY-LE-GRAND - MONT D'EST;
87758326;BRY-SUR-MARNE;
87758318;NEUILLY-PLAISANCE;
80164186;JENA WEST;
87758300;VAL DE FONTENAY;
87612028;LABEGE VILLAGE;31061202
87612010;MONTAUDRAN;
87612002;LABEGE INNOPOLE;31061202
71340141;ALDEALENGUA;
87758151;SAINT-MAUR-DES-FOSSES - CRETEIL;
87758144;JOINVILLE-LE-PONT;
87758136;NOGENT-SUR-MARNE;
87758128;FONTENAY-SOUS-BOIS;
71340133;SAN MORALES;
87758110;VINCENNES;
71340125;BABILAFUENTE;
87758102;NATION;
71340117;VILLAR DE GALLIMAZO;
71340109;PENARANDA DE BRACAMONTE;
87758094;SAINT-GERMAIN-EN-LAYE;
87758086;LE VESINET - LE PECQ;
87758078;LE VESINET;
87758060;CHATOU - CROISSY-SUR-SEINE;
87758052;RUEIL-MALMAISON - RER;
71340059;SAN PEDRO DEL ARROYO;
71340083;NARROS DEL CASTILLO;
71340075;CRESPOS;
71340026;CARDENOSA DE AVILA;
87758201;BOISSY-SAINT-LEGER;
87758193;SUCY-EN-BRIE - BONNEUIL-SUR-MARNE;
87758185;LA VARENNE SAINT-HILAIRE - CHENNEVIERES-SUR-MARNE;
87758177;CHAMPIGNY;
87758169;LE PARC DE SAINT-MAUR RER;
87758730;PARC DE SCEAUX;
87758722;ROBINSON;
87758714;FONTENAY-AUX-ROSES;
87758706;SCEAUX;
87758797;MASSY - PALAISEAU;91039357
87758789;MASSY - VERRIERES-LE-BUISSON;91039357
87758771;LES BACONNETS;
87758763;FONTAINE MICHALON;
87758755;ANTONY;
87758748;LA CROIX DE BERNY;
87612366;AUTERIVE - ABRIS BUS - RN20;
87612358;SEILHAN LE BAZERT;
87758847;ORSAY;
87758839;LE GUICHET;
87758821;LOZERE;
87758813;PALAISEAU - VILLEBON-SUR-YVETTE;
87518993;LUGAGNAC;
87758805;PALAISEAU;
87758896;SAINT-REMY-LES-CHEVREUSE;
87758888;COURCELLE SUR YVETTE;
87758870;GIF-SUR-YVETTE;
87758862;LA HACQUINIERE;
87758854;BURES-SUR-YVETTE;
87758599;AUBER;
87758581;PARIS GARE DE LYON;75068600
71100008;MADRID-PRINCIPE PIO;71971170
87758623;PORT ROYAL;
87758615;LUXEMBOURG;
87758607;CHATELET LES HALLES;
87758698;BOURG-LA-REINE;
87758680;BAGNEUX;
87758672;ARCUEIL - CACHAN;
87758664;LAPLACE;
87758656;GENTILLY;
87758649;CITE UNIVERSITAIRE;
87758631;DENFERT ROCHEREAU;
83053017;BUTTAPIETRA;
83053041;OSTIGLIA;
83053082;POGGIO RUSCO;
83053074;ISOLA DELLA SCALA;
83053116;MIRANDOLA;
83053108;NOGARA;
83053132;S. FELICE SUL PANARO;
83053165;CREVALCORE;
83053199;S. GIOVANNI IN PERSICETO;
87758045;NANTERRE RER;
87758037;NANTERRE UNIVERSITE - RER;
87758029;NANTERRE PREFECTURE - RER;
87758011;LA GRANDE ARCHE DE LA DEFENSE;
87758003;CHARLES-DE-GAULLE ETOILE;
70418103;PORT TALBOT PARKWAY;
87751529;L'ARIANE - LA TRINITE;
87751503;LES SIEYES;
70317206;SLOUGH;
87751693;SAINT-BARTHELEMY;
87751685;LE CANET;
87751644;SAINT-LOUIS - LES AYGALADES;
87751636;SEON SAINT-HENRI;
87751602;L'ESTAQUE;
87751362;PERTUIS;
87751321;MANOSQUE - GREOUX-LES-BAINS;04751320
87751313;VOLX;
87751370;MEYRARGUES;
94720094;VENDAS NOVAS;
87751479;AIGLUN;
87751461;MALLEMOISSON;
87751453;MALIJAI;
87751438;SIMIANE;
87751420;GARDANNE;
87751404;AIX-EN-PROVENCE;
87751495;DIGNE ROND-POINT DU 4 SEPTEMBRE;04075149
87751487;CHAMPTERCIER;
87751966;CHATEAU DES COMTES DU PERCHE;
87991505;VIGNEUX-SUR-SEINE - PATTE D'OIE;
87991471;MONTGERON - EGLISE;
87991497;DRAVEIL EGLISE;
87751784;LA CIOTAT - CEYRESTE;
87991489;ROND-POINT EUROPE;
87751776;CASSIS;
87751750;AUBAGNE;
87751743;LA PENNE-SUR-HUVEAUNE;
54357053;PROSTEJOV HLAVNI NADRAZI;
87751719;LA POMME;
87751701;SAINT-MARCEL;
87751842;SAINTE-MARTHE EN PROVENCE;
87751826;SAINT-ANTOINE;
87751800;SEPTEMES;
87417881;MAUSSAC LE POTEAU;
87417865;EYREIN;
87417808;AJAIN;
87417840;MONTLUCON - LEM;
87417816;FONTANIERES - MAIRIE;
87417774;LA SAUNIERE - LA CORRESPONDANCE;
87417758;TULLE - PREFECTURE;19594490
87417790;FELLETIN LMB;
87417782;AUBUSSON GARE ROUTIERE;23417780
87417717;PIERRE-BUFFIERE - CHAMP DE FOIRE;
80261909;AMBERG;
87417907;USSEL PLACE HENRI QUEUILLE;19594090
87751198;MISON;
87751180;L'ESCALE;
87751172;MONTFORT;
87751164;LES BONS ENFANTS;
87751248;LES MEES;
87751230;CHATEAU-ARNOUX-SAINT-AUBAN;04075123
87751222;CHATEAU-ARNOUX - MAIRIE;04075123
87751214;PEIPIN;
87751206;SISTERON;04057120
87751271;LA BRILLANNE - ORAISON;
70651109;RETFORD;
87751008;MARSEILLE SAINT-CHARLES;13075100
87751081;MARSEILLE BLANCARDE;13075100
85060020;WINTERTHUR SEEN;
85060004;WINTERTHUR;
80021402;AUGSBURG HBF;
74038265;STROMSTAD;
80021444;MERING;
85060178;WIESENDANGEN;
85060160;OBERWINTERTHUR;
74038208;STRANGNAS;
85060194;ISLIKON;
80261149;NEUSTADT (WALDNAAB);
80021568;GELTENDORF;
80021600;SCHONDORF (BAY);
74038000;STORVIK;
80261370;WEIDEN (OBERPF);
87417444;FRANCHET D'ESPEREY;
80021733;BOBINGEN;
80021774;SCHWABMUNCHEN;
80021816;BUCHLOE;
80021881;KAUFERING;
87417683;LIMOGES - PLACE WINSTON CHURCHILL;87059200
87417501;LANCEY;
71730051;VINAIXA;
71730036;LES BORGES BLANQUES;
71730028;JUNEDA;
80167056;GERA HBF;
88830060;BRAINE-LE-COMTE;
87990630;LE COUDRAY-MONTCEAUX - JUSTICE;
71730085;MONTBLANC;
80167346;WEIDA;
88830224;HENNUYERES;
87167049;LA TOUR-DE-FAURE CENTRE;
87167056;SAVANAC;
87167114;SEUZAC;
74038695;SUNDSVALL C;
74038604;SUNDBYBERG;
87167270;SAINT-GERY - PONT;
87752899;PONT-DE-CLAIX L'ETOILE;
80990606;BAHNHOF, APPENWEIER;
87752675;THIONVILLE PORTE SAARLOUIS;
87752600;QUIBERON GARE MARITIME PORT MARIA;
87752998;LACOURT-SAINT-PIERRE TALICOUS;
87752980;MONTAUBAN LA FOBIO;
70318600;HAYES & HARLINGTON;
70162503;BEESTON;
80260596;WUNSIEDEL HOLENBRUNN;
87658716;SCHWINDRATZHEIM GENERAL LECLERC;87758292
87658740;WILWISHEIM HAUTE-MONTEE;87758441
87658856;ADAMSWILLER LOTISSEMENT LA FORET;
87658849;PFAFFENHOFFEN MAIRIE;
80260711;MARKTREDWITZ;
80260893;KIRCHENLAIBACH;
87752352;EMBRUN GARE ROUTIERE;
87752345;L'ARGENTIERE GARE ROUTIERE;
87752337;MONT-DAUPHIN GARE ROUTIERE;
87752329;TALLARD AEROPOLE;
87752394;DOCELLES MONUMENT;
80260943;WIESAU (OBERPF);
20100099;KALININGRAD;
20100016;KALININGRAD-PASSAJIRSKII;
87752410;LAVAL-SUR-VOLOGNE RUE DE LA VOLOGNE;
87658922;ADAMSWILLER MAIRIE;
87658948;KILSTETT 13 ROUTE NATIONALE;87757963
87658930;BISCHHEIM ARRET CTS R. GARE;87757898
87752261;ROUEN MONT RIBOUDET;
87418251;LIGNAREIX;
87418244;SAINT-REMY - LE PETIT LAVAL;
74039768;SODERTALJE HAMN;
87418236;SAINT-REMY - LE FRANCEIX;
80020156;NORDLINGEN;
87168724;ALBAS - RIVIERE HAUTE;46061375
87168716;ALBAS- RIVIERE-BASSE;46061375
87168740;CAHORS - PLACE DES CONSULS;
87168799;DOUELLE - CESSAC;46061371
87168773;DOUELLE - LES BORIES;46061371
74039420;SATER;
87168849;DURAVEL - PLACE FOIRAIL;
80020321;OTTING WEILHEIM;
74039354;SAFFLE;
80260026;HOF HBF;
87168914;ESPERE;46061321
87168971;LUZECH - PLACE DE LA MAIRIE;46061374
87168955;LUZECH - INSTITUT BOISSOR;46061374
80020420;DONAUWORTH;
80020479;NEUBURG (DONAU);
74039149;SVENSTAVIK;
74039123;SVENSHOGEN;
80260281;MUNCHBERG;
80260257;SCHWARZENBACH (SAALE);
80260240;OBERKOTZAU;
87418483;CORMERY PLACE DU MAIL;37057143
74039040;SVEDALA;
80020784;DILLINGEN (DONAU);
80020800;LAUINGEN;
80020842;GUNZBURG;
80020891;NEU ULM;
87168039;LES MASSERIES;
87168070;VERS LE CUZOUL;
87168054;LA TOULZANIE;
54355024;ZABREH NA MORAVE;
87168195;AUCH LE HOL;
87168302;SAINTE-CHRISTIE - CASTELJALOUX;
74039891;SOLVESBORG;
54355750;OTROKOVICE;
74039651;SODERHAMN;
54355552;OSTROZSKA NOVA VES;
74039628;SODERBARKE;
87753764;SALON;
87753731;LAMANON;
87753715;SENAS;
87753707;ORGON;
74035923;SKOVDE C;
70413302;LLANELLI;
70559500;CLAPHAM JUNCTION;
88832121;ECAUSSINNES;
87659979;VIEUX-THANN PARKING DE LA GARE;
87659961;THANN LA POSTE;
87659995;DORNACH GARE DMC;87747980
87659987;CERNAY EGLISE;
87659912;SAINT-AMARIN HOTEL LE CHEVAL BLANC;87758276
87659904;RANSPACH ANCIENNE FONDERIE;
87659938;MOOSCH MAIRIE;
87659920;MALMERSPACH ROND-POINT;
87659953;BITSCHWILLER-LES-THANN MAIRIE;87757880
87659946;WILLER-SUR-THUR MAIRIE;
87753228;BERRE;
87753202;SAINT-CHAMAS;
87753285;PAS DES LANCIERS;
87753251;ROGNAC;
87659755;HOERDT MAISON DE RETRAITE;
87659771;WEYERSHEIM RUE REPUBLIQUE;
87659763;HOERDT MAIRIE;87757948
87659797;KURTZENHOUSE 71 ROUTE PRINCIPALE;87757971
87659789;KURTZENHOUSE MAIRIE;
87659714;SAULX - HALTE ROUTIERE;
87659706;PAGNOZ - HALTE ROUTIERE;
87659730;GAMBSHEIM GARAGE PEUGEOT;
87659722;VOITEUR - HALTE ROUTIERE;
87753004;MIRAMAS;
87753095;BEAUMONT-DE-LOMAGNE LEP;
87753087;BEAUMONT-DE-LOMAGNE PLACE JEAN MOULIN;
87753079;BEAUMONT-DE-LOMAGNE COLLEGE DESPEYROUS;
87753061;LARRAZET AVENUE DE GASCOGNE;
87753046;MONTECH BOULEVARD LAGAL;
87753038;MONTECH PONT CANAL;
87753020;MONTECH LACOSTE;
87659862;SIERENTZ CENTRE;
87659854;RIXHEIM ARRET SOLEA BARRIERES;
87659888;ODEREN LA POSTE;
87659870;BARTENHEIM PHARMACIE;87757906
87659896;FELLERING EGLISE;
87659805;BISCHWILLER EGLISE CATHOLIQUE;
70559807;LONDON WATERLOO;70970011
87659821;KALTENHOUSE RUE DE BISCHWILLER;
87659813;BISCHWILLER VESTRA;
87659847;HAGUENAU STATUETTE;67021305
87659839;MARIENTHAL BASILIQUE NOTRE-DAME;
87753566;CARRY-LE-ROUET;
87753558;SAUSSET-LES-PINS;
87753541;LA COURONNE CARRO;
87753509;MARTIGUES;
87753582;NIOLON;
87753574;LA REDONNE ENSUES;
87753657;ARLES;
87753681;SAINT-MARTIN-DE-CRAU;
87753343;VARS LES CLAUX LE FOURNET;
87753335;CEILLAC PIED DU MELEZET;
87753327;ARVIEUX LA MUERATIERE;
87753319;ABRIES-RISTOLAS PLACE DU GLACIS;
87753392;TOULOUSE CHAUSSEE;
87753384;TOULOUSE GIRONIS;
87753376;SAINT-GIRONS CITE SCOLAIRE;
87753368;BOURRET LE COMMUNAL;
87753350;ST-JEAN-ST-NICOLAS PONT DU FOSSE LE DIAMANT ;
70799601;NORTHALLERTON;
87753459;PORT-DE-BOUC;
87753442;FOS-SUR-MER;
87753426;RASSUEN;
87753418;ISTRES;
87753400;LES ORRES PARKING DE L'ESTOMAC;
87753491;CROIX SAINTE;
83058198;RIMINI TORRE PEDRERA;
87169854;MAZERES-SUR-SALAT CENTRE;
80023713;LINDAU-INSEL;
80023754;NONNENHORN;
80023747;WASSERBURG (BODENSEE);
80023770;ALTSTADTEN (ALLGAU);
80023796;FISCHEN;
54354951;UHERSKY OSTROH;
87419267;MESNIERES-EN-BRAY;
87169938;ROQUEFORT-SUR-GARONNE - LE FOURC;
80263400;NEUFAHRN (NIEDERBAY);
87419291;ST-SEVER-CALVADOS;14044771
87169979;SALIES-DU-SALAT - THERMES;
80023804;LANGENWANG (SCHWAB);
80023812;OBERSTDORF;
80023879;LENGENWANG;
83058115;RAVENNA;
83058149;CERVIA-MILANO MARITTIMA;
80023895;SEEG;
83058164;GATTEO A MARE;
83058156;CESENATICO;
83058180;IGEA MARINA;
83058172;BELLARIA;
80263533;LANDSHUT (BAY) HBF;
80023945;FUSSEN;
87659649;DOMBLANS - HALTE ROUTIERE;39065960
87659631;BOUVERANS - HALTE ROUTIERE;
87659664;DOMPIERRE-LES-TILLEULS - HALTE ROUTIERE;
87659656;BUVILLY - HALTE ROUTIERE;
87659680;MARNOZ - HALTE ROUTIERE;
87659698;MONTUREUX-ET-PRANTIGNY - HALTE ROUTIERE;
80263970;STRAUBING;
80263905;PFARRKIRCHEN;
80659714;BERLIN SUDKREUZ;80903137
80659698;BERLIN - HAUPTBAHNHOF;80903137
87419952;SERANS;
87419945;HADANCOURT-LE-HAUT-CLOCHER;
87419937;LIERVILLE;
87419929;LE BELLAY-EN-VEXIN;
87169011;LUZECH - FOYER;46061374
80023077;KEMPTEN (ALLGAU) HBF;
87169250;PRAYSSAC - HOSPICE;
71972018;MADRID-RAMON Y CAJAL;
87169334;PUY-L'EVEQUE - PLACE RAMPEAU;46061379
54354456;OKRISKY;
87169482;TOUZAC - PONT;
74036319;SMEDJEBACKEN;
54354423;VSETIN;
87023655;VEZELAY;
80263046;PARSBERG;
80263020;BERATZHAUSEN;
80023424;IMMENSTADT;
80023440;SONTHOFEN;
80023432;BLAICHACH (ALLGAU);
87169581;BLAZAC;
80023473;OBERSTAUFEN;
80023499;ROTHENBACH (ALLGAU);
87419192;DOMFRONT;61044823
87419184;DAMPIERRE-SAINT-NICOLAS CARREFOUR;
87419200;ERAGNY-SUR-EPTE - BAZINCOURT-S;
87169656;BOUSSENS USINE;
70319004;EALING BROADWAY;
87419135;BURES-EN-BRAY CARREFOUR;
87169771;MANE - INTERMARCHE;
80023630;HERGATZ;
87994814;REAUMUR-SEBASTOPOL;
87994772;CHATEAU D'EAU;
87994798;REAUMUR - ARTS ET METIERS;
87994749;MAIRIE DU 10EME;
55180695;L KOSHAZA;
87754994;MARNE LA VALLEE - CHESSY;77011184
87754986;BUSSY-SAINT-GEORGES;
55180513;KETEGYHAZA;
87754960;METZ POLE D'ECHANGES MULTIMODAL;
87754929;MAILLY-LE-CAMP CAMP MILITAIRE;
87754911;BOEN PARC LIGNON;01420727
87994566;RUE DES VIGNES;
55180364;BEKESCSABA;
87514604;CONFLANS FIN D'OISE;78038145
87514612;PUSSAY - CHATEAU D'EAU;
80262949;REGENSBURG HBF;
87514596;MANTES-LA-JOLIE TGV;78038150
87754192;DOSSENHEIM-SUR-ZINSEL PRESSOIR;
87994467;PLACE DE LA CHAPELLE;
87754879;MELUN ZAE CHAMLYS;
87754861;MELUN GARE ROUTIERE DU MAIL;
87754853;MELUN CENTRE CULTUREL;
87994376;ORDENER MARX DORMOY;
87994228;AEROPORT CHARLES DE GAULLE T2;
87994210;AEROPORT CHARLES DE GAULLE T1;
87754549;MON IDEE;
87994152;AEROPORT CHARLES DE GAULLE T3;
83057000;ABANO;
80022533;MEMMINGEN;
83057018;TERME EUGANEE-ABANO-MONTEGROTTO;
83057034;MONSELICE;
83057067;ROVIGO;
54749754;LAZNE KYNZVART;
80262287;BODENWOHR NORD;
80262261;SCHWANDORF;
80262246;NEUKIRCHEN (B SULZBACH-ROSENBERG);
80262238;SULZBACH ROSENBERG;80926233
80262220;SULZBACH-ROSENBERG HUTTE;80926233
80022624;BAD GRONENBACH;
80022640;DIETMANNSRIED;
70903906;DUNDEE;
87024380;LE PUY-EN-VELAY LAFAYETTE;43073469
83057224;S. PIETRO IN CASALE;
80022780;KAUFBEUREN;
83057240;CASTELMAGGIORE;
83057257;BOLOGNA CORTICELLA;83983444
80262493;CHAM (OBERPF);
80262477;RODING;
83057125;FERRARA;
80022913;MARKTOBERDORF;
80262675;FURTH IM WALD;
54749457;PLANA U MARIANSKYCH LAZNI;
71731000;LA PLANA-PICAMOIXONS;
71731026;LA SELVA DEL CAMP;
71731018;ALCOVER;
88831130;SOIGNIES;
71971002;PITIS;
74037879;STORLIEN;
88831214;NEUFVILLES;
74037556;STOCKHOLMS SODRA;74903751
80022160;TURKHEIM (BAY);
74037515;STOCKHOLM CENTRAL;74903751
80022301;MINDELHEIM;
80022350;SENDEN;
80022392;VOHRINGEN;
80022418;ILLERTISSEN;
80022426;ALTENSTADT (ILLER);
74037234;STENUNGSUND;
80022442;KELLMUNZ;
51073908;JAWORZNO SZCZAKOWA;
83099887;NAPOLI AFRAGOLA;
87413724;MONTIVILLIERS;
74033894;SANDVIKEN;
87413740;ROLLEVILLE;
74033712;SANDARED;
87413930;CHANAY - PYRIMONT - PLACE DE LA MAIRIE;
85016725;FIESCH;
85016766;MOREL;
74033522;SALA;
85016758;BETTEN TALSTATION;
85016899;ZERMATT;
85016881;TASCH;
85016832;STALDEN-SAAS;
85016857;ST. NIKLAUS;
85016873;RANDA;
87319749;SAINT-FLORENTIN - H.L.M.;89068331
87319764;MONTAULIN VALLEE VERTE;10027996
87319756;VIEVILLE;
87413013;LE HAVRE;76041301
88638429;HOUYET;
88638346;GENDRON-CELLES;
88242321;SCHELLE;
85016568;LEUKERBAD BUSTERMINAL;
87413229;LONGEAU-PERCEY;
87413203;LE HAVRE - GRAVILLE;76041301
53230383;ALBA IULIA;
88242404;NIEL;
53136556;ZIGONENI;
85016667;RECKINGEN;
85016618;OBERWALD;
88638189;ANSEREMME;
71141077;OSORNO;
71141044;FROMISTA;
71141036;PINA;
71141028;AMUSCO;
71141010;MONZON DE CAMPOS;
71141000;PALENCIA;
71141150;QUINTANILLA DE LAS TORRES;
71141143;AGUILAR DE CAMPOO;
71141135;MAVE;
71141127;ALAR DEL REY-SAN QUIRCE;
71141119;HERRERA DE PISUERGA;
87413377;FOUCART - ALVIMARE;
85016014;LEUK;
85016006;SALGESCH;
87413351;BOLBEC - NOINTOT;
85016030;GAMPEL-STEG;
87413344;BREAUTE - BEUZEVILLE;
85016022;TURTMANN;
85016055;VISP;
85016048;RARON;
87413385;YVETOT;
88242248;HEMIKSEM;
87413336;VIRVILLE - MANNEVILLE;
87413328;ETAINHUS - SAINT-ROMAIN;
87413310;SAINT-LAURENT - GAINNEVILLE;
87413302;HARFLEUR;
85016097;BRIG;85998520
87413542;FECAMP;
87319012;AIX-EN-PROVENCE TGV;
88638676;BEAURAING;
87559070;NEVERS LE BANLAY;58069600
51073312;KATOWICE;
88732396;YVES-GOMEZEE;
51073700;TYCHY;
80060509;DRESDEN HBF;80906050
87654798;ROSA PARKS;
72125510;NIS;
87654574;ZILLISHEIM AUBERGE MOHN;
87654590;STEPHANSFELD HOPITAL;
87654541;MERXHEIM PL. GENERAL DE GAULLE;
87654558;ILLFURTH CROISEMENT GARE-CD68;87757955
80060855;GORLITZ;
87654673;BRUMATH MAIRIE;
80060947;LOBAU (SACHS);
80060996;BAUTZEN;
85015685;LE CHATELARD-FRONTIERE;
85015628;SALVAN;
85015610;VERNAYAZ MC;
85015644;LE TRETIEN;
85015636;LES MARECOTTES;
85015669;LE CHATELARD VS;
85015651;FINHAUT;
85015792;LE CHABLE;
85015784;ORSIERES;
74034520;SJISJKA;
85015768;SEMBRANCHER;
74034496;SIMRISHAMN;
85015099;SIERRE/SIDERS;
87164798;LA PLAINE STADE DE FRANCE - SAINT-DENIS - AUBERVILLIERS;93027101
87164780;STADE DE FRANCE SAINT-DENIS;93027101
70554006;PORTSMOUTH HARBOUR;
87414466;PORTE D'ITALIE;
87414458;ITALIE TOLBIAC;
87414441;PLACE D'ITALIE;
87414490;TRAPPES - YVES FARGES;
87414425;JUVISY - PYRAMIDE;
87414417;AEROGARE D'ORLY SUD OU ORLY SUD;
87414409;JUVISY - MAIRIE;
87164996;CUZAC ENLET;
87414334;ROSCOFF PORT DE BLOSCON;29047463
80060061;BAD SCHANDAU;
71142232;SANTANDER;
71142208;MALIANO;
87414698;PORTE DE VERSAILLES;
87414680;CONVENTION - LECOURBE;
87414672;CONVENTION - VAUGIRARD;
