CODE_UIC;DESCRIPTION;LOCALITY_UIC
88915530;ZEEBRUGGE DORP;
51033100;KONIN;
54558593;LOVOSICE;
51033191;KO O;
87193003;FORBACH;
80191031;WORTH (RHEIN);
80191049;HAGENBACH;
87193110;BARONVILLE MAIRIE;
87193128;VAHL-LES-BENESTROFF MAIRIE;
87193136;HAN-SUR-NIED RUE PRINCIPALE;
87193144;FALCK GARE;
87193151;TETERCHEN RUE JEANNE D'ARC;
87193169;BRETTNACH CENTRE;
87193177;BOUZONVILLE;57019317
80201038;BAYERISCH GMAIN;
80201046;BAD REICHENHALL-KIRCHBERG;80920105
80201004;BISCHOFSWIESEN;
87193250;BENING-LES-SAINT-AVOLD;
87193219;MERTEN CENTRE;
87193276;HOMBOURG-HAUT;
88666057;ATHUS;
88426486;MERY;
88426304;TILFF;
88916296;LISSEWEGE;
87442509;PONT DE BLAYE;
80190892;SCHIFFERSTADT;
87442517;LE GARRIC - MAIRIE;
87682203;BOIS-LE-ROI;
80200725;MARKT SCHWABEN;
87682294;SAINT-MAMMES;
80190827;LUDWIGSHAFEN (RHEIN) HBF;
87442566;BARAQUE DE CUSSAN;
87442574;BARAQUE DE GIRET;
87682211;FONTAINEBLEAU - AVON;
87442582;BARAQUE DE COMBROUZE;
87442590;BARAQUE LORTAL;
87682278;MORET - VENEUX-LES-SABLONS;
87442533;L'HERMET;
87682252;THOMERY;
87442541;BOISSONNADE;
87442558;BARAQUEVILLE - LE LAC;
87442400;MEMER;
87682302;MONTEREAU;
87442491;CARMAUX GAMBETTA;81061562
87442459;LA MOTHE;
87442467;NAUCELLE CENTRE;12061573
87442475;NAUCELLE RN;12061573
80190926;SPEYER HBF;
87442483;TANUS CENTRE;81061567
80190975;GERMERSHEIM;
87442418;PARISOT - PLACE DU 19 MARS 1962;
87442426;CAYLUS;
87442434;SEPTFONDS - SALLE DES FETES;
87442442;MONTAUBAN - PRAX PARIS;82061124
87442707;MILLAU - GARE ROUTIERE - BOULEVARD GP;
87442715;LAURAS;
87442723;VABRES-L'ABBAYE;
87442731;MOULIN-NEUF (AVEYRON) - D.64;
80200972;BERCHTESGADEN HBF;
88666628;MESSANCY;
70355800;TOTNES;
87442798;LE FRAYSSE;
87682005;MELUN;
87442749;SAINT-JEAN - PARKING;
87442756;LA TRIVALLE - D. 999 - D. 90;
87442764;SAINT-SERNIN-SUR-RANCE;
87442772;ALBAN;
88666545;AUBANGE;
87682187;SAVIGNY-LE-TEMPLE - NANDY;
87682120;BRUNOY;
87442673;CONCOTS - EGLISE;
87682138;BOUSSY-SAINT-ANTOINE;
87442681;ARCAMBAL MAIRIE;
87682104;MONTGERON - CROSNE;
87442699;CAHORS - CHARLES DE GAULLE;
87682112;YERRES;
87682161;CESSON;
87682179;LE MEE;
87442640;PACHINS;
87682146;COMBS-LA-VILLE - QUINCY;
87442657;MARTIEL MAIRIE;
87682153;LIEUSAINT - MOISSY;
87442665;LIMOGNE-EN-QUERCY - EMBRANCHEMENT D. 24;
88426890;POULSEUR;
87442814;BELLEGARDE FONCOUVERTE;
87442822;CUNAC CAMBON LANEL;
87442830;ALBI - MONTPLAISIR;81061500
87442848;RIVIERES - LES FAVARELS;
87442806;VILLEFRANCHE-D'ALBIGEOIS;
20040006;VOLKHOVSTROI 1;
87442855;LISLE-SUR-TARN - PLACE SOISSAC;
87442863;RABASTENS;
87442871;BUZET-SUR-TARN - R.N.;
87442889;GEMIL MAIRIE;
87682419;CHARTRETTES;
87682427;FONTAINE-LE-PORT;
87682401;LIVRY-SUR-SEINE;
88426635;ESNEUX;
87682450;CHAMPAGNE-SUR-SEINE;
87682468;VERNOU-SUR-SEINE;
87682435;HERICY;
87682443;VULAINES-SUR-SEINE - SAMOREAU;
87682476;LA GRANDE-PAROISSE;
87682526;PONTHIERRY - PRINGY;
87682500;VOSVES;
87682518;BOISSISE-LE-ROI;
88426551;HONY;
87682542;SAINT-FARGEAU;
88910090;BRUGGE;
54753954;SVIHOV U KLATOV;
88420513;CHAUDFONTAINE;
88660010;ARLON;
51038307;MA KINIA;
54753558;PRESTICE;
88420364;CHENEE;
87102152;PUY-L'EVEQUE PLACE DES PLATANES;46061379
80146076;UHLDINGEN-MUHLHOFEN;
80146258;MARKDORF (BADEN);
80146167;SALEM;
51038653;WARSZAWA WSCHODNIA;
54753020;VELESIN MESTO;
54753251;DOBRANY;
87977942;EVRY - PYRAMIDES;
87737718;HUNDLING STADE;
87737700;SARREGUEMINES UTZSCHNEIDER;
80145979;LUDWIGSHAFEN (BODENSEE);
87581389;LE VERDON;33058138
87581397;POINTE DE GRAVE;
87737759;ARNAS AVE MARIA;
87737734;FARSCHVILLER CROISEMENT GARE;
87581371;SOULAC-SUR-MER;33058137
87581314;LESPARRE;
87581322;GAILLAN;
87581330;QUEYRAC BOURG;
87977355;CORBEIL-ESSONNES - LES TARTERETS;
87581231;MOULIS - LISTRAC;33058123
87581256;PAUILLAC;
87581215;MARGAUX;
87737585;SARREGUEMINES COLLEGE FULRAD;
87581595;CENON;
87581538;CAUDERAN - MERIGNAC;
87341826;DAX - ROND-POINT DE L'HOPITAL;40067320
87737684;SARREGUEMINES COLLEGE JEAN JAURES;
87737692;SARREGUEMINES LYCEE PANGE;
87737668;SARREGUEMINES BARTH;
87737676;SARREGUEMINES COLLEGE HIMMELSBERG;
87737593;SARREGUEMINES LYCEE TECHNIQUE;
87581793;PESSAC ALOUETTE;
87581751;PESSAC;
87581710;PAREMPUYRE;
87581728;BLANQUEFORT;
87581736;BRUGES;
87581850;BASSENS;
56170159;DUBNICA NAD VAHOM;
87581835;VILLENAVE-D'ORNON;
87581801;BEGLES;
80145110;HORNBERG;
80145136;TRIBERG;
80145060;WOLFACH;
87487355;SIGOURNAIS;
87487330;LA MEILLERAIE;
87487348;CHAVAGNES-LES-REDOUX;
87487314;POUZAUGES;85048731
80145219;VILLINGEN (SCHWARZW);
80145185;ST. GEORGEN (SCHWARZW);
87487280;CERIZAY;79048728
87487298;SAINT-MESMIN LE VIEUX;
87487264;LE SUBDRAY LYCEE AGRICOLE;
87487249;BRESSUIRE;
87487231;NOIRTERRE;
80145342;IMMENDINGEN;
80145292;DONAUESCHINGEN;
71082404;MEDINA DEL CAMPO AV;
87341156;LUNERY EGLISE;18057628
71082248;REDONDELA AV;71922300
87487710;VIVY;
71082230;VIGO URZAIZ;71971220
80145540;ENGEN;
80145557;WELSCHINGEN-NEUHAUSEN;
80145581;SINGEN (HOHENTWIEL);
87487751;NOYANT - MEON;
87487603;SAUMUR;49048760
87487611;BRION-PRES-THOUET;
87737429;PARIS-AUSTERLITZ ROUTIERE;75068600
87737411;LES AUBRAIS GARE ROUTIERE;45054300
87487686;SAUMUR;49048760
87487637;MONTREUIL-BELLAY;87048763
80145706;BOHRINGEN-RICKELSHAUSEN;
80145714;RADOLFZELL;
87581181;LUDON;
87581199;MACAU;
87487835;BAUGE;
80145805;MARKELFINGEN;
87487801;CUON;
80145813;ALLENSBACH;
87487819;LONGUE-JUMELLLES - LES 4 CHEMINS;
80145821;HEGNE;
80145839;REICHENAU (BADEN);
80145847;KONSTANZ - PETERSHAUSEN;80900495
80145862;KONSTANZ;80900495
87101980;NERIS-LES-BAINS;
87581009;BORDEAUX SAINT-JEAN;
87101998;DURDAT-LAREQUILLE;
87487884;LA MENITRE;
87487892;SAINT-MATHURIN;
87487876;LES ROSIERS-SUR-LOIRE;
87487843;LA BOHALLE;
88815621;GENLY;
88815704;FRAMERIES;
54752725;KAPLICE;
87489146;MOUZEUIL-SAINT-MARTIN - CENTRE;
51039404;SIEDLCE;
87249789;LA FERRIERE;
54752329;RYBNIK;
54752360;PODBORANY;
88325738;OVERPELT;
87343004;VALENCIENNES;
87343160;BEUVRAGES;
87343152;CLOYES MEDIATHEQUE;28057450
80145011;HASLACH;
87343103;SAINT-AMAND-LES-EAUX;
80145029;HAUSACH;
51039909; UKOW;
72160523;BEOGRAD CENTAR;
72160500;BEOGRAD;
88815050;QUEVY;
87009712;SAINT-VAAST-DIEPPEDALLE;
87009696;LA DOUZILLERE;
80144741;WALDSHUT;
80144782;TIENGEN (HOCHRHEIN);
80144790;LAUCHRINGEN;80914473
87582551;LABOUHEYRE;
87582536;YCHOUX;
80144816;ERZINGEN (BADEN);
87582445;MARCHEPRIME;
87582478;BIGANOS FACTURE;
87582403;GAZINET - CESTAS;
87582437;CROIX D'HINS;
80144972;GENGENBACH;
80144998;BIBERACH (BADEN);
87582775;LANGON;
87582734;PODENSAC;
87582742;CERONS;
87582759;BARSAC;
87582767;PREIGNAC;
87582700;BEAUTIRAN;
87582718;PORTETS;
87582726;ARBANATS;
22383604;SVALIAVA;
87582668;ARCACHON;
87582684;CADAUJAC;
87582692;SAINT-MEDARD-D'EYRANS;
87582635;LA HUME;
87582643;LA TESTE;
87582601;LE TEICH;
87582619;GUJAN-MESTRAS;
53434662;SALVA;
87092866;ORLY SUD AEROPORT;94054620
87582882;LAMOTHE-LANDERRON;
87582841;CAUDROT;
87582858;GIRONDE;
87582866;LA REOLE;
87582825;SAINT-MACAIRE;
87582833;SAINT-PIERRE-D'AURILLAC;
87342089;ROEUX;
87342097;BIACHE-SAINT-VAAST;
87342063;COURCELLES-LE-COMTE;
87342071;BOISLEUX;
87342048;ACHIET;
87342030;MIRAUMONT;
87342006;BETHUNE;
87342014;ARRAS;
87738096;LE BOUSCAT SAINTE-GERMAINE;
88420026;ANGLEUR;
94342493;CHAO DE MACAS-FATIMA;
87342188;MAROEUIL;
87342139;NOEUX-LES-MINES;
87342113;VITRY-EN-ARTOIS;
87342121;MAZINGARBE;
87342105;BULLY - GRENAY;
80144063;SCHALLSTADT;
87342287;THIENNES;
87342295;STEENBECQUE;
87342261;HAM-EN-ARTOIS;
80144105;HEITERSHEIM;
87342279;BERGUETTE - ISBERGUES;
80144113;BUGGINGEN;
87342246;AUBIGNY-EN-ARTOIS;
87342253;SAVY-BERLETTE;
80144139;MULLHEIM (BADEN);
87342220;CHOCQUES;
87342238;LILLERS;
87342204;FOUQUEREUIL;
87342212;FREVIN-CAPELLE;
80144089;BAD KROZINGEN;
88326645;HAMONT;
80144204;KLEINKEMS;
80144212;ISTEIN;
80144220;EFRINGEN KIRCHEN;
80144238;EIMELDINGEN;
80144246;HALTINGEN;
87342337;SAINT-POL-SUR-TERNOISE;
80144279;WEIL AM RHEIN;
80144188;BAD BELLINGEN;
87342303;TINCQUES;
80144311;BASEL BAD BF;
87582155;BORDERES-ET-LAMENSANS;
87582163;BRETAGNE-DE-MARSAN;
87342469;MARQUILLIES;
87342451;SALOME;
87342436;LA BASSEE;
87342402;BEUVRY LES BETHUNE;
87342410;CUINCHY;
54751867;BLATNO U JESENICE;
80144410;LORRACH HBF;
87342592;BAILLEUL-SIR-BERTHOULT;
87342576;VIMY;
80144451;STEINEN;
87342584;AVION;
87342550;PERNES - CAMBLAIN;
80144477;SCHOPFHEIM;
87342535;VIS A MARLES;
87342543;CALONNE-RICOUART;
87342527;FARBUS;
87978072;CHATELET;
80144501;ZELL (WIESENTAL);
88326157;NEERPELT;
80144584;GRENZACH;
87582346;BOE;
87582353;SAINTE-MERE;
80144626;RHEINFELDEN (BADEN);
80144642;SCHWORSTADT;
80144659;WEHR-BRENNET;
87582262;LIPOSTHEY;
80144667;BAD SACKINGEN;
80144675;MURG (BADEN);
80144683;LAUFENBURG (BADEN);
55104703;NAGYMAROS-VISEGRAD;
88662585;NEUFCHATEAU;
55104471;VAC;
88912642;ZEDELGEM;
87344127;SAINT-LYE MAISONS BRULEES;10011806
54751156;PLASY;
51036103;WARSZAWA GDA SKA;
85927137;CHENE-BOURG PLACE FAVRE;
87583690;CHALAIS;
87583674;MONTMOREAU;
87583617;LA COURONNE CHARENTE;
87739912;REMIGNY;
87739920;SANTANS;
87739904;LOURNAND PONT DE COTTE;
87739961;SAINT-SYMPHORIEN-DES-BOIS;
87739946;SAINT-GRATIEN-SAVIGNY - CERCY-LA-TOUR;
87583849;RUFFEC;
87583823;LUXE;
56172353;NOVAKY;
56172551;PRIEVIDZA;
87343210;LE POIRIER UNIVERSITE;
81223040;VANDANS;
81223032;ST. ANTON IM MONTAFON;
70506402;BROMLEY SOUTH;
87343301;WALLERS;
87343319;RAISMES;
81223081;SCHRUNS;
81223073;TSCHAGGUNS;
55105049;SZOB;
87343475;LOURCHES;
87583153;SAINT-MICHEL SUR CHARENTE;
87343459;DENAIN;
87343418;PROUVY - THIANT;
87343400;TRITH-SAINT-LEGER;
87583005;ANGOULEME;
87739177;CROIX ROUGE;
94343301;CAXARIAS;
87739185;COUTURE;
80241299;SCHONEBECK (ELBE);
87739896;MUSE;
87739862;MALAY - LA PLACE;
87739870;ROSEY LES MARGUERONS;
87739854;LA LOYE;
87583203;RUELLE;
80241372;KOTHEN;
87583443;CHASSENEUIL-SUR-BONNIEURE;
87583468;ROUMAZIERES-LOUBERT;
87583427;LA ROCHEFOUCAULD;
88911321;MARIA-AALTER;
54750356;CHEB;
88911248;BEERNEM;
87345033;LOOS-EN-GOHELLE;
87345041;LIEVIN;
87345025;LENS;
87345009;DOUAI;
88911578;BELLEM;
87345165;DOURGES;
87345140;BILLY-MONTIGNY;
87345157;HENIN-BEAUMONT;
87345124;PONT DE SALLAUMINES;
87345132;CORON DE MERICOURT;
87345108;BREBIERES SUD;
87345116;CORBEHEM;
88911404;AALTER;
87345272;MEURCHIN;
87345280;BAUVIN - PROVIN;
87345256;LIBERCOURT;
87345264;PONT-A-VENDIN;
87345231;LOISON-SOUS-LENS;
87345249;OSTRICOURT;
87345215;SALLAUMINES;
87345223;LEFOREST;
87345207;PONT DE LA DEULE;
88911735;ZEEBRUGGE STRAND;
87345389;BOUCHAIN;
87345397;IWUY;
87345306;MONTIGNY-EN-OSTREVENT;
87345314;SOMAIN;
51037226;M AWA;
88911651;HANSBEKE;
87345496;ESCAUDOEUVRES;
87345439;BRUNEMONT;
87345447;AUBIGNY-AU-BAC;
87345413;CANTIN;
87345421;ARLEUX;
87345405;SIN-LE-NOBLE;
87345587;CATTENIERES;
87345595;WAMBAIX;
87345561;CAUDRY;
87345546;MAUROIS;
87345553;BERTRY;
87345520;CAMBRAI;
51037507;T USZCZ;
73001060;ATHINE;
88911164;OOSTKAMP;
85928291;GENEVE EAUX-VIVES GARE;
88661751;MARBEHAN;
80240366;MARIENBORN;
80240523;OEBISFELDE;
80240622;STENDAL HBF;
56173658;BYTCA;
87584177;VELINES;
87584193;SAINTE-FOY-LA-GRANDE;
87584136;CASTILLON;
87344440;SAINTE-GEMME;
87584151;LAMOTHE-MONTRAVEL;
87584102;SAINT-EMILION;
78724807;ZAGREB GL. KOL.;
87344598;SAINT-ANGEL;
87584052;LIBOURNE;
87584243;LAMONZIE-SAINT-MARTIN;
87584250;PRIGONRIEUX LAFORCE;
87584268;BERGERAC;
87584201;SAINT-ANTOINE-DE-BREUILH;
87584235;GARDONNE;
87584532;LES EGLISOTTES;
87584540;SAINT-AIGULIN - LA ROCHE-CHALAIS;
87584508;SAINT-DENIS-DE-PILE;
87584516;COUTRAS;
87584466;MAUZAC;
87584474;TREMOLAT;
80240010;MAGDEBURG HBF;
87584482;ALLES-SUR-DORDOGNE;
87584441;LALINDE;
87344960;SAINT HILAIRE-BONNEVAL - LA ROSELLE;
87584458;SAUVEBOEUF;
87584417;SAINT-CAPRAISE-DE-LALINDE;
80240192;BRANDENBURG HBF;
87584755;LA GORP;
87584714;VAYRES;
87584722;SAINT-SULPICE - IZON;
87584730;SAINT-LOUBES;
87584607;SAINT-MEDARD-DE-GUIZIERES;
87584615;SAINT-SEURIN-SUR-L'ISLE;
88958512;WELLE;
70406801;CARMARTHEN;
88958777;EDE;
88958694;HAALTERT;
70500405;ASHFORD;70954660
87733733;LUCAY-LE-MALE CHAMP DE FOIRE;
87733865;ESTAQUE PORT;
87733873;LE ROVE SAINT-ROCH;
87733840;MARSEILLE-ARENC LE SILO;
87733857;MARSEILLE METRO BOUGAINVILLE;
87733832;SAINT-AMAND-MONTROND PLACE DE LA REPUBLIQUE;
87733881;LE ROVE PARKING JEAN JAURES;
87733899;ENSUES-LA-REDONNE VAL DE RICARD;
88718114;THUIN;
70500702;CANTERBURY WEST;70951640
87733592;GAP GARE ROUTIERE;
70500603;BROADSTAIRS;
87733659;NOISY-LE-ROI T13;
70646901;GRANTHAM;
87733683;LISIERE PER. T13;
87733667;MAREIL-MARLY T13;
87733675;FOURQUEUX - BEL AIR T13;
88718296;HOURPES;
88718379;LANDELIES;
88718528;MARCHIENNE ZONE;
88958025;DENDERLEEUW;
87733931;LA COURONNE CIMETIERE;
87733915;CARRY-LE-ROUET JEAN JAURES;
87733923;CARRY-LE-ROUET PORT;
54757625;POCATKY-ZIROVNICE;
88958363;LIEDEKERKE;
78725036;BANOVA JARUGA;
87733907;ENSUES-LA-REDONNE PORT;
78725051;KUTINA;
87733063;SAINT-GERMAIN-EN-LAYE T13;
87733071;SAINT-NOM-LA-BRETECHE FORET DE MARLY T13;
78725143;IVANIC GRAD;
78725176;DUGO SELO;
87003707;YDES;
87003657;SAINT-MARTIN-VALMEROUX;
87003681;PLEAUX;
87003699;ALLY;
78725606;NOVSKA;
87003483;LOCMINE;
87003491;PYRENEES 2000;
54361451;STARE MESTO U UHERSKEHO HRADISTE;
87639948;ALTECKENDORF MAIRIE;
87639955;ALTECKENDORF ALTDORF;
87639963;ETTENDORF PLACE DE L'ECOLE;
87639971;ETTENDORF  RUE DU PONT;
87733089;SAINT-CYR T13;
87639922;MINVERSHEIM RUE PRINCIPALE;
87483990;SAINT-AVIT;
87639930;ALTECKENDORF ECKENDORF;
87733246;ONVILLE ROUTE NATIONALE ABRI;
85042986;SAINTE-CROIX;
87149625;CAPDENAC-GARE CLAYROU D. 140;
85042218;NEUCHATEL;
85042267;LA NEUVEVILLE;
87389916;PORT-SAINT-PERE - CENTRE;44048121
87389924;SAINT-HILAIRE-DE-RIEZ - CENTRE;85048656
85042002;YVERDON-LES-BAINS;
87389882;MARANS PLACE DU MARQUIS D'ALIGRE;
85042150;TRAVERS;
88957373;ZANDBERGEN;
88957522;EICHEM;
88957456;APPELTERRE;
88957787;OKEGEM;
88957605;NINOVE;
88227728;BORNEM;
88811588;ERBISOEUL;
87734970;MONCEAUX-LE-COMTE;
87734905;AMAZY;
70981308;GLASGOW CENTRAL;
87734988;SAINT-LOUP;
87734996;TOULON-SUR-ALLIER;
87734749;RETOURNAC;
87734723;VOREY;
87734731;CHAMALIERES-SUR-LOIRE;
87734707;LAVOUTE-SUR-LOIRE;
87734715;SAINT-VINCENT LE CHATEAU;
87005397;CANY-BARVILLE;
70501809;MARGATE;
87734871;MASSIAC - BLESLE;
88717124;LOBBES;
78726042;NOVA GRADISKA;
88957118;SCHENDELBEKE;
54756528;PISEK;
87734160;LE CENDRE - ORCET;
87734178;LES MARTRES-DE-VEYRE;
87734152;SARLIEVE - COURNON;
87734129;AIGUEPERSE;
87734103;PONTMORT;63073410
87734111;AUBIAT;
87734095;CHATEL-GUYON;
87734087;PONT-DU-CHATEAU;63073408
87484584;POULE-LES-ECHARMEAUX - MAIRIE;
94346452;POMBAL;
87484576;LAMURE-SUR-AZERGUES - COLLEGE;
87734202;ISSOIRE;63073420
87734251;ARVANT;
87734269;BRIOUDE;43073426
87734244;BRASSAC-LES-MINES - SAINTE-FLORINE;
87734228;LE BREUIL-SUR-COUZE;63073422
87734186;VIC-LE-COMTE;
87734194;PARENT - COUDES - CHAMPEIX;
87484709;SEGRE;49048470
87734053;RIOM - CHATEL-GUYON;
87734038;ROYAT - CHAMALIERES;
87734046;GERZAT;
87734004;CLERMONT-FERRAND;63073400
87734525;COURPIERE;
87734533;GIROUX;
87734582;MARSAC-EN-LIVRADOIS;
87734590;ARLANC - PLACE DE L'EGLISE;
87734566;VERTOLAYE;
87734574;AMBERT;63073457
87734541;OLLIERGUES;
87734699;LE PUY-EN-VELAY;43073469
87734673;DARSAC;
87734681;BORNE;
87734657;LAC DE MALAGUET;
87734301;SAINT-GEORGES-D'AURAC;43073430
87734319;LANGEAC;
87734368;LUC;
87734343;CHAPEAUROUX;
87734350;LANGOGNE;
87734335;MONISTROL-D'ALLIER;
87734293;PAULHAGUET;43040947
87734426;VERTAIZON;
87734491;CHABRELOCHE - PONT BASCULE;
87734475;THIERS;63073447
87734483;LA MONNERIE-LE-MONTEL - SAINT-REMY-SUR-DUROLLE;
87734459;PONT DE DORE;
87734442;LEZOUX;
88811661;JURBISE;
85041038;FLAMATT;
85041004;FRIBOURG/FREIBURG;
88811745;MASNUY-SAINT-PIERRE;
85041285;MURTEN/MORAT;
85041343;PAYERNE;
87484170;MORANNES;
87484147;TIERCE;
87484154;ETRICHE - CHATEAUNEUF;
87484139;LE VIEUX BRIOLLAY;
87484097;ROUGNAT;
87484048;ANGERS MAITRE ECOLE;49048400
87484006;ANGERS SAINT-LAUD;49048400
87484303;CHOLET;
70251306;FLINT;
87484386;VARADES - SAINT-FLORENT-LE-VIEIL;
87484360;INGRANDES SUR LOIRE;
87484378;MONTRELAIS;
87484345;SAINT-GEORGES-SUR-LOIRE;
87484352;CHAMPTOCE-SUR-LOIRE;
87484329;SAVENNIERES - BEHUARD;
88228148;BOOM;
87484337;LA POSSONNIERE;
87484204;CHALONNES;
87484246;CHEMILLE;
70502401;RYE;
70502302;RAMSGATE;
80100024;HAMM (WESTF) HBF;
88324582;OLEN;
80100271;KAMEN;
55100339;BUDAPEST-NYUGATI;
78727081;NOVA KAPELA BATRINA;
55100172;BUDAPEST-KELETI;
87485748;BENET;
87485631;FONTAINES;
85040709;MONTBOVON;
87485607;SAINT-MARTIN-DE-FRAIGNEAU;
87485615;FONTENAY-LE-COMTE POLE D'ECHANGE MULTI-USAGE;
85040865;BULLE;
87735167;BAILLY ALLEE DU TILLET;
85040899;BROC FABRIQUE;
71821009;SORIA;
72160036;NOVI BEOGRAD;
87735191;SAINT-GERMAIN INSTITUT NOTRE-DAME;
87735175;SAINT-NOM-LA-BRETECHE TENNIS;
87735183;SAINT-NOM GUITEL LECOQ;
85040238;ROMONT;
71330160;FUENTES DE ONORO;
71330134;CIUDAD RODRIGO;
87735860;LUTZELBOURG RUE KOEBERLE;
87735522;BOUZONVILLE INSTITUT DE LA PROVIDENCE;
71330084;FUENTE DE SAN ESTEBAN-BOADILLA;
94681221;SETUBAL;
88325654;LOMMEL;
71080044;SEGOVIA GUIOMAR;71012100
70252106;PRESTATYN;
87485193;AIGREFEUILLE LE THOU;
87485185;LA JARRIE;
87485151;TONNAY-CHARENTE;
87485136;SAINT-LAURENT-DE-LA-PREE - FOURAS;
87485144;ROCHEFORT;
87485110;CHATELAILLON;
87485102;ANGOULINS SUR MER;
80245852;SALZWEDEL;
87485086;VIX;
87485060;MARANS;
87485078;L'ILE D'ELLE;
85040147;PALEZIEUX;
85040121;PUIDOUX;
87485003;LA ROCHELLE;
87485300;NIORT;
87485359;PRISSE-LA-CHARRIERE;
87485334;MARIGNY;
87485342;BEAUVOIR-SUR-NIORT;
87485326;FORS;
87485268;PRIN-DEYRANCON;
87485250;MAUZE;
87485227;SURGERES;
87485524;PAMPROUX;
87485508;LA MOTHE-SAINT-HERAY;
87485573;COULON;
87485581;BENET RICHE BONNE;
87485532;ROUILLE;
87485540;LUSIGNAN;
87485490;SAINT-MAIXENT-L'ECOLE;
87485474;LA CRECHE;
87007146;SAINT-VALERY - PORT;76041165
70649905;NEWARK NORTHGATE;
70503508;FOLKESTONE CENTRAL;
70503300;DOVER PRIORY;
87487173;PARTHENAY;
87487132;AIRVAULT;
87487116;SAINT-VARENT;
87487009;THOUARS;
87976902;BRUNOY - WITTLICH;
78728071;SLAVONSKI BROD;
71570036;IZNALLOZ;
87486894;TORFOU-TIFFAUGES;49048689
87580340;ARENC EUROMEDITERRANEE;13075100
88324335;GEEL;
87486142;BELLEVIGNY;
87486126;L'HERBERGEMENT - LES BROUZILS;
87486019;LA ROCHE-SUR-YON;
87486324;BOURNEZEAU;
87486332;CHANTONNAY;
87486308;LA CHAIZE-LE-VICOMTE;
87486316;FOUGERE;
87486282;NALLIERS - CENTRE;
87486258;LUCON;
87486563;SAINT-HILAIRE-DE-RIEZ - GARE SNCF;85048656
87486571;SAINT-GILLES-CROIX-DE-VIE;
87486407;LES CLOUZEAUX;
88324095;MOL;
87486431;OLONNE-SUR-MER;
87486449;LES SABLES-D'OLONNE;
87486423;LA MOTHE-ACHARD;
87340380;CORMENON CENTRE;
10343038;PANNAINEN;
88224758;BOORTMEERBEEK;
10345033;OULAINEN;
10345017;YLIVIESKA;
55061895;DOMBOVAR;
51007872;MALBORK;
88224592;HEVER;
10344010;KOKKOLA;
10234401;KANNUS;
81028514;WIEN HBF AUTORAISEZUG;81981101
81028423;WIEN MITTE;81981101
88954305;HERZELE;
88954222;HILLEGEM;
88224261;MUIZEN;
10367011;KAJAANI;
87635771;LEMBERG MAIRIE;
56140335;NOVA BANA;
10003772;VAALA;
10003798;PALTAMO;
10003756;MUHOS;
10003764;UTAJARVI;
87635870;CLERMONT-EN-ARGONNE CENTRE;
80283598;TANTOW;
10351015;OULU;
87635821;KOENIGSMACKER CENTRE;
87635847;SIERCK-LES-BAINS PLACE MORBACH;
87635854;APACH EGLISE;
87635862;LES ISLETTES CENTRE;
87635581;LA BARASSE;
56140509;STARY SMOKOVEC;
56140632;ZARNOVICA;
10368019;KONTIOMAKI;
10352013;KEMI;
20267005;SHAHUNIA;
10003343;VIHANTI;
10003376;RUUKKI;
10354019;KEMIJARVI;
10353011;ROVANIEMI;
87635920;SUIPPES CAMP;
87635938;SAINTE-MENEHOULD MEDIATHEQUE;
10003566;PELLO;
10003582;KOLARI;
85082024;KONOLFINGEN;
85082073;LANGNAU I.E.;
85082115;SCHUPFHEIM;
85082156;WOLHUSEN;
87635367;MONTGENEVRE GARE ROUTIERE;
88954550;BURST;
81029249;FLUGHAFEN WIEN;
83030064;UGOVIZZA-VALBRUNA;
88225177;HAACHT;
88954487;TERHAGEN;
88225250;WESPELAAR-TILDONK;
83030213;ARTEGNA;
83030262;UDINE;
83030106;PONTEBBA;
83030155;TARVISIO BOSCOVERDE;
83030163;CARNIA;
51007112;TCZEW;
83030197;GEMONA DEL FRIULI;
83030304;MANZANO;
74016881;HELSINGBORG C;
74016766;HALLEVADSHOLM;
51007500;GDA SK G OWNY;51951997
51007534;GDA SK WRZESZCZ;51951997
51007583;GDA SK OLIWA;51951997
87730994;KESKASTEL RUE DE LA LIBERATION;
70140202;WATFORD JUNCTION;
10002048;JAMSA;
10002006;HAAPAMAKI;
88713081;LUTTRE;
81029744;BRUCK AN DER LEITHA;
88713321;OBAIX-BUZET;
75075283;ISTANBUL;
81029926;MITTERNDORF-MOOSBRUNN;
81029793;NICKELSDORF;
87147181;LANDRES;
10002659;AHTARI;
10342014;VAASA;
10002840;ALAVUS;
56141705;TATRANSKA LOMNICA;
10341016;SEINAJOKI;
87730069;VAL D'EUROPE;
85081000;LANGENTHAL;
10335018;PORI;
87730507;GARE ROUTIERE MANOSQUE;04751320
10335141;PARKANO;
10002188;HARJAVALTA;
56141234;ZIAR NAD HRONOM;
70380907;BRIDGEND;
10362012;JYVASKYLA;
87730499;ROMILLY-SUR-SEINE GARE ROUTIERE;
87240069;GRIGNAN AVENUE CHAPON;
87240085;VALREAS - ROND-POINT;
87386540;MUNSTER BADISCHHOF;68018239
87386573;POISSY;
87240143;NYONS CAVE COOPERATIVE;
87240184;VALAURIE-LE-COLOMBIER;
87386409;HOUILLES - CARRIERES-SUR-SEINE;
87386417;SARTROUVILLE;
87386425;MAISONS-LAFFITTE;
74017616;HOOR;
87240234;AUBIGNAS PIGNATELLE;
87240242;ALLAN MENUISERIE;
87240275;TAULIGNAN;
